FuelConsumption,ModelYear,Make,VehicleClass,EngineSize,Cylinders,Transmission,FuelType,CO2
9,2022,Volkswagen,Compact,2,4,AM7,X,185
9.1,2022,Volkswagen,Compact,2,4,M6,X,186
9.7,2022,Volkswagen,Mid-size,2,4,AS6,X,196
8.4,2022,Volkswagen,SUV: Small,1.5,4,A8,X,178
9.5,2022,Volkswagen,SUV: Small,1.5,4,A7,X,200
10.6,2022,Volkswagen,SUV: Small,2,4,AS8,X,222
11,2022,Volkswagen,SUV: Small,2,4,AS8,X,229
9,2022,Volvo,Compact,2,4,AS8,Z,186
9.4,2022,Volvo,Compact,2,4,AS8,Z,193
10.4,2022,Volvo,Mid-size,2,4,AS8,Z,212
11.3,2022,Volvo,Station wagon: Small,2,4,AS8,Z,224
10.9,2022,Volvo,Station wagon: Small,2,4,AS8,Z,221
10.6,2022,Volvo,Station wagon: Mid-size,2,4,AS8,Z,222
10.7,2022,Volvo,SUV: Small,2,4,AS8,X,217
10.7,2022,Volvo,SUV: Small,2,4,AS8,Z,219
10.5,2022,Volvo,SUV: Small,2,4,AS8,Z,219
11,2022,Volvo,SUV: Small,2,4,AS8,Z,232
11.5,2022,Volvo,SUV: Standard,2,4,AS8,Z,236
12.4,2022,Volvo,SUV: Standard,2,4,AS8,Z,252
